TEST_RESULT,Sum
25이상 (381.9/㎕),1
25이상 (726.1/㎕),1
25이상 (151.7/㎕),1
10-25 (69.3/㎕),1
5-10 (53.6/㎕),1
25이상 (203.5/㎕),1
25이상 (218.0/㎕),1
10-25 (92.9/㎕),1
10-25 (66.4/㎕),1
10-25 (111.3/㎕),1
10-25 (100.6/㎕),1
5-10 (49.3/㎕),1
10-25 (78.6/㎕),1
10-25 (81.6/㎕),1
5-10 (55.0/㎕),1
25이상 (154.7/㎕),1
10-25 (77.3/㎕),1
25이상 (507.8/㎕),1
10-25 (106.9/㎕),1
10-25 (70.3/㎕),1
10-25 (98.3/㎕),1
10-25 (103.3/㎕),1
10-25 (113.0/㎕),1
10-25 (81.0/㎕),1
10-25 (93.3/㎕),1
25이상 (318.1/㎕),1
10-25 (70.8/㎕),1
25이상 (283.4/㎕),1
25이상 (340.7/㎕),1
10-25 (122.0/㎕),1
25이상 (539.0/㎕),1
10-25 (66.3/㎕),1
5-10 (53.2/㎕),1
5-10 (55.3/㎕),1
10-25 (111.1/㎕),1
25이상 (278.0/㎕),1
10-25 (96.1/㎕),1
10-25 (81.3/㎕),1
25이상 (164.1/㎕),1
25이상 (149.3/㎕),1
25이상 (359.7/㎕),1
25이상 (341.9/㎕),1
10-25 (122.7/㎕),1
10-25 (83.2/㎕),1
25이상 (227.9/㎕),1
25이상 (525.9/㎕),1
25이상 (545.2/㎕),1
25이상 (452.6/㎕),1
25이상 (255.0/㎕),1
25이상 (173.2/㎕),1
10-25 (94.6/㎕),1
10-25 (72.3/㎕),1
25이상 (246.4/㎕),1
25이상 (427.6/㎕),1
10-25 (91.8/㎕),1
10-25 (87.9/㎕),1
10-25 (67.4/㎕),1
25이상 (175.6/㎕),1
10-25 (125.9/㎕),1
25이상 (348.9/㎕),1
25이상 (349.6/㎕),1
25이상 (358.4/㎕),1
25이상 (172.6/㎕),1
25이상 (148.9/㎕),1
25이상 (309.9/㎕),1
10-25 (143.9/㎕),1
10-25 (125.4/㎕),1
10-25 (113.7/㎕),1
10-25 (87.1/㎕),1
25이상 (234.5/㎕),1
10-25 (82.6/㎕),1
25이상 (374.1/㎕),1
10-25 (131.5/㎕),1
10-25 (69.0/㎕),1
10-25 (62.6/㎕),1
25이상 (338.7/㎕),1
10-25 (125.0/㎕),1
10-25 (66.0/㎕),1
25이상 (215.6/㎕),1
10-25 (94.4/㎕),1
10-25 (106.4/㎕),1
25이상 (147.7/㎕),1
10-25 (90.8/㎕),1
25이상 (162.9/㎕),1
10-25 (119.3/㎕),1
25이상 (1096.3/㎕),1
10-25 (93.9/㎕),1
25이상 (202.1/㎕),1
10-25 (102.1/㎕),1
10-25 (74.4/㎕),1
10-25 (110.6/㎕),1
10-25 (140.6/㎕),1
10-25 (74.7/㎕),1
10-25 (62.9/㎕),1
10-25 (64.7/㎕),1
25이상 (215.3/㎕),1
10-25 (109.7/㎕),1
25이상 (415.2/㎕),1
25이상 (726.0/㎕),1
10-25 (78.8/㎕),1
10-25 (81.7/㎕),1
25이상 (196.3/㎕),1
10-25 (100.5/㎕),1
25이상 (872.0/㎕),1
10-25 (127.7/㎕),1
10-25 (69.5/㎕),1
10-25 (71.8/㎕),1
10-25 (81.4/㎕),1
10-25 (65.9/㎕),1
10-25 (129.8/㎕),1
10-25 (110.1/㎕),1
10-25 (107.6/㎕),1
10-25 (101.9/㎕),1
10-25 (61.3/㎕),1
10-25 (107.2/㎕),1
25이상 (184.7/㎕),1
10-25 (61.7/㎕),1
10-25 (108.5/㎕),1
10-25 (135.8/㎕),1
10-25 (121.5/㎕),1
10-25 (83.9/㎕),1
10-25 (80.7/㎕),1
10-25 (82.9/㎕),1
25이상 (160.2/㎕),1
10-25 (67.2/㎕),1
10-25 (101.4/㎕),1
10-25 (107.1/㎕),1
10-25 (104.5/㎕),1
5-10 (53.5/㎕),1
10-25 (77.8/㎕),1
10-25 (71.4/㎕),1
25이상 (1320.0/㎕),1
10-25 (78.5/㎕),1
10-25 (75.8/㎕),1
10-25 (134.2/㎕),1
25이상 (459.3/㎕),1
25이상 (414.0/㎕),1
10-25 (103.2/㎕),1
10-25 (98.8/㎕),1
25이상 (158.3/㎕),1
10-25 (84.8/㎕),1
25이상 (171.4/㎕),1
5-10 (51.7/㎕),1
10-25 (86.5/㎕),1
10-25 (94.8/㎕),1
10-25 (135.1/㎕),1
25이상 (204.6/㎕),1
10-25 (110.5/㎕),1
10-25 (69.9/㎕),1
10-25 (78.7/㎕),1
10-25 (68.6/㎕),1
10-25 (75.1/㎕),1
10-25 (133.5/㎕),1
10-25 (118.7/㎕),1
10-25 (117.1/㎕),1
10-25 (72.2/㎕),1
10-25 (97.3/㎕),1
25이상 (161.8/㎕),1
25이상 (177.3/㎕),1
10-25 (105.0/㎕),1
25이상 (174.9/㎕),1
10-25 (65.2/㎕),1
10-25 (134.6/㎕),1
10-25 (132.8/㎕),1
10-25 (88.7/㎕),1
10-25 (102.9/㎕),1
25이상 (757.6/㎕),1
10-25 (118.9/㎕),1
25이상 (409.9/㎕),1
10-25 (140.0/㎕),1
10-25 (66.2/㎕),1
25이상 (199.4/㎕),1
10-25 (67.6/㎕),1
10-25 (138.2/㎕),1
10-25 (89.4/㎕),1
10-25 (67.1/㎕),1
10-25 (77.1/㎕),1
25이상 (427.8/㎕),1
10-25 (59.7/㎕),1
10-25 (97.7/㎕),1
5-10 (46.2/㎕),1
10-25 (85.8/㎕),1
10-25 (128.3/㎕),1
25이상 (150.6/㎕),1
10-25 (58.8/㎕),1
10-25 (100.2/㎕),1
10-25 (79.6/㎕),1
10-25 (87.2/㎕),1
25이상 (479.6/㎕),1
10-25 (95.5/㎕),1
10-25 (79.5/㎕),1
10-25 (136.2/㎕),1
10-25 (125.8/㎕),1
25이상 (371.2/㎕),1
10-25 (111.8/㎕),1
10-25 (65.3/㎕),1
25이상 (242.9/㎕),1
25이상 (147.6/㎕),1
10-25 (129.0/㎕),1
10-25 (94.2/㎕),1
10-25 (74.6/㎕),1
25이상 (145.2/㎕),1
10-25 (126.0/㎕),1
25이상 (231.6/㎕),1
10-25 (130.2/㎕),1
10-25 (108.8/㎕),1
10-25 (86.7/㎕),1
10-25 (80.6/㎕),1
25이상 (164.8/㎕),1
10-25 (94.9/㎕),1
25이상 (152.4/㎕),1
10-25 (77.9/㎕),1
