TEST_RESULT,Sum
5-10 (39.6/㎕),2
10-25 (113.0/㎕),2
50-99 (440.2/㎕),2
10-25 (94.6/㎕),2
25-50 (164.2/㎕),2
25-50 (145.3/㎕),2
50-99 (294.3/㎕),2
10-25 (73.6/㎕),2
25-50 (242.5/㎕),2
25-50 (267.3/㎕),2
25-50 (172.2/㎕),2
50-99 (449.0/㎕),2
25-50 (223.5/㎕),2
25-50 (275.7/㎕),2
50-99 (333.2/㎕),2
10-25 (124.7/㎕),2
50-99 (337.7/㎕),2
50-99 (422.7/㎕),2
25-50 (234.9/㎕),2
50-99 (341.1/㎕),2
10-25 (77.6/㎕),2
50-99 (284.1/㎕),2
10-25 (77.5/㎕),2
10-25 (114.0/㎕),2
10-25 (91.6/㎕),2
50-99 (300.2/㎕),2
10-25 (69.0/㎕),2
5-10 (46.1/㎕),2
5-10 (43.7/㎕),2
10-25 (125.6/㎕),2
10-25 (62.0/㎕),2
100이상 (586.1/㎕),2
5-10 (53.0/㎕),2
10-25 (90.6/㎕),2
50-99 (402.7/㎕),2
50-99 (284.6/㎕),2
10-25 (96.0/㎕),2
25-50 (237.2/㎕),2
10-25 (90.1/㎕),2
10-25 (64.6/㎕),2
25-50 (235.1/㎕),2
10-25 (60.2/㎕),2
10-25 (116.5/㎕),2
50-99 (345.5/㎕),2
10-25 (126.7/㎕),2
25-50 (235.3/㎕),2
10-25 (58.6/㎕),2
25-50 (177.7/㎕),2
10-25 (99.0/㎕),2
25-50 (258.1/㎕),2
100이상 (981.1/㎕),2
50-99 (293.8/㎕),2
25-50 (150.7/㎕),2
25-50 (175.8/㎕),2
25-50 (197.5/㎕),2
50-99 (278.0/㎕),2
50-99 (417.6/㎕),2
25-50 (269.7/㎕),2
25-50 (269.6/㎕),2
10-25 (95.9/㎕),2
25-50 (185.9/㎕),2
10-25 (82.8/㎕),2
10-25 (62.2/㎕),2
100이상 (1190.4/㎕),2
10-25 (133.2/㎕),2
10-25 (91.0/㎕),2
10-25 (134.1/㎕),2
10-25 (95.6/㎕),2
25-50 (184.5/㎕),2
10-25 (62.9/㎕),2
25-50 (158.3/㎕),2
10-25 (96.5/㎕),2
10-25 (127.0/㎕),2
25-50 (168.6/㎕),2
10-25 (68.5/㎕),2
25-50 (159.4/㎕),2
25-50 (221.5/㎕),2
10-25 (116.7/㎕),2
10-25 (100.6/㎕),2
10-25 (85.6/㎕),2
25-50 (154.8/㎕),2
25-50 (146.6/㎕),2
10-25 (89.2/㎕),2
10-25 (80.9/㎕),2
10-25 (81.5/㎕),2
100이상 (818.0/㎕),2
25-50 (168.9/㎕),2
5-10 (34.9/㎕),2
25-50 (204.0/㎕),2
25-50 (173.4/㎕),2
10-25 (83.8/㎕),2
10-25 (82.6/㎕),2
100이상 (3117.5/㎕),2
50-99 (412.7/㎕),2
50-99 (318.3/㎕),2
50-99 (432.1/㎕),2
10-25 (106.2/㎕),2
25-50 (202.7/㎕),2
10-25 (61.3/㎕),2
10-25 (128.5/㎕),2
100이상 (657.6/㎕),2
10-25 (130.9/㎕),2
25-50 (270.2/㎕),2
5-10 (28.3/㎕),2
100이상 (841.1/㎕),2
25-50 (139.9/㎕),2
25-50 (254.9/㎕),2
10-25 (58.4/㎕),2
100이상 (633.8/㎕),2
100이상 (851.3/㎕),2
25-50 (243.2/㎕),2
10-25 (85.4/㎕),2
50-99 (405.7/㎕),2
100이상 (696.3/㎕),2
10-25 (77.7/㎕),2
50-99 (495.7/㎕),2
50-99 (318.2/㎕),2
10-25 (58.0/㎕),2
100이상 (1196.7/㎕),2
25-50 (161.7/㎕),2
10-25 (90.2/㎕),2
25-50 (245.7/㎕),2
100이상 (1786.6/㎕),2
100이상 (575.8/㎕),2
100이상 (737.1/㎕),2
100이상 (703.7/㎕),2
100이상 (2440.4/㎕),2
25-50 (208.9/㎕),2
10-25 (93.0/㎕),2
25-50 (144.3/㎕),2
10-25 (111.9/㎕),2
50-99 (432.7/㎕),2
10-25 (70.3/㎕),2
25-50 (152.1/㎕),2
50-99 (462.1/㎕),2
10-25 (130.7/㎕),2
25-50 (144.1/㎕),2
25-50 (190.0/㎕),2
25-50 (170.7/㎕),2
25-50 (221.9/㎕),2
50-99 (505.1/㎕),2
50-99 (324.6/㎕),2
10-25 (78.3/㎕),2
10-25 (64.5/㎕),2
50-99 (438.4/㎕),2
25-50 (144.7/㎕),2
100이상 (1266.0/㎕),2
25-50 (258.5/㎕),2
100이상 (964.6/㎕),2
25-50 (259.0/㎕),2
10-25 (72.8/㎕),2
50-99 (291.4/㎕),2
25-50 (197.7/㎕),2
50-99 (334.2/㎕),2
25-50 (157.8/㎕),2
25-50 (156.2/㎕),2
25-50 (154.2/㎕),2
25-50 (187.7/㎕),2
25-50 (224.3/㎕),2
10-25 (115.1/㎕),2
25-50 (223.6/㎕),2
25-50 (202.2/㎕),2
25-50 (174.3/㎕),2
100이상 (4894.4/㎕),2
10-25 (135.7/㎕),2
5-10 (41.9/㎕),2
10-25 (132.6/㎕),2
100이상 (1323.8/㎕),2
10-25 (100.8/㎕),2
10-25 (92.4/㎕),2
10-25 (134.0/㎕),2
50-99 (440.3/㎕),2
100이상 (716.1/㎕),2
100이상 (1785.7/㎕),2
50-99 (387.8/㎕),2
100이상 (770.5/㎕),2
10-25 (132.2/㎕),2
25-50 (268.2/㎕),2
50-99 (403.3/㎕),2
100이상 (990.1/㎕),2
10-25 (82.2/㎕),2
10-25 (131.1/㎕),2
10-25 (94.4/㎕),2
10-25 (70.0/㎕),2
10-25 (100.3/㎕),2
25-50 (250.0/㎕),2
50-99 (445.7/㎕),2
25-50 (171.6/㎕),2
10-25 (112.8/㎕),2
25-50 (162.3/㎕),2
10-25 (103.4/㎕),2
10-25 (94.2/㎕),2
10-25 (93.9/㎕),2
50-99 (388.9/㎕),2
25-50 (180.5/㎕),2
100이상 (594.9/㎕),2
10-25 (137.9/㎕),2
50-99 (548.3/㎕),2
50-99 (331.1/㎕),2
50-99 (378.7/㎕),2
25-50 (219.3/㎕),2
10-25 (83.3/㎕),2
50-99 (280.2/㎕),2
10-25 (111.2/㎕),2
10-25 (113.3/㎕),2
10-25 (59.7/㎕),2
50-99 (335.2/㎕),2
25-50 (151.4/㎕),2
50-99 (303.8/㎕),2
10-25 (67.2/㎕),2
10-25 (86.7/㎕),2
10-25 (96.8/㎕),2
10-25 (80.6/㎕),2
100이상 (2127.1/㎕),2
25-50 (169.2/㎕),2
25-50 (256.6/㎕),2
50-99 (410.8/㎕),2
50-99 (540.2/㎕),2
25-50 (215.2/㎕),2
5-10 (29.6/㎕),2
10-25 (95.2/㎕),2
5-10 (49.5/㎕),2
25-50 (155.2/㎕),2
50-99 (330.2/㎕),2
10-25 (104.4/㎕),2
10-25 (133.5/㎕),2
25-50 (151.8/㎕),2
25-50 (184.3/㎕),2
50-99 (279.7/㎕),2
10-25 (72.3/㎕),2
25-50 (267.6/㎕),2
100이상 (3017.4/㎕),2
10-25 (76.3/㎕),2
50-99 (300.9/㎕),2
10-25 (132.4/㎕),2
100이상 (3056.5/㎕),2
100이상 (557.9/㎕),2
25-50 (195.6/㎕),2
50-99 (463.3/㎕),2
100이상 (1722.7/㎕),2
50-99 (311.8/㎕),2
25-50 (160.8/㎕),2
100이상 (708.3/㎕),2
25-50 (152.7/㎕),2
50-99 (368.6/㎕),2
10-25 (68.6/㎕),2
10-25 (72.1/㎕),2
10-25 (106.1/㎕),2
10-25 (97.3/㎕),2
10-25 (89.4/㎕),2
10-25 (101.5/㎕),2
25-50 (185.6/㎕),2
10-25 (126.9/㎕),2
10-25 (68.1/㎕),2
25-50 (155.7/㎕),2
10-25 (134.6/㎕),2
10-25 (68.9/㎕),2
50-99 (291.7/㎕),2
10-25 (64.1/㎕),2
25-50 (146.1/㎕),2
100이상 (559.8/㎕),2
10-25 (137.2/㎕),2
10-25 (111.3/㎕),2
25-50 (159.3/㎕),2
10-25 (61.9/㎕),2
25-50 (179.4/㎕),2
50-99 (354.3/㎕),2
10-25 (100.4/㎕),2
25-50 (248.3/㎕),2
25-50 (168.2/㎕),2
25-50 (179.6/㎕),2
10-25 (71.5/㎕),2
10-25 (122.1/㎕),2
10-25 (126.5/㎕),2
25-50 (237.6/㎕),2
10-25 (115.0/㎕),2
25-50 (140.8/㎕),2
50-99 (401.6/㎕),2
10-25 (105.3/㎕),2
10-25 (60.9/㎕),2
100이상 (565.0/㎕),2
100이상 (1756.3/㎕),2
50-99 (458.4/㎕),2
5-10 (40.2/㎕),2
10-25 (122.6/㎕),2
50-99 (463.0/㎕),2
25-50 (156.6/㎕),2
10-25 (125.0/㎕),2
25-50 (175.2/㎕),2
10-25 (87.3/㎕),2
100이상 (613.5/㎕),2
10-25 (79.6/㎕),2
10-25 (99.4/㎕),2
50-99 (515.6/㎕),2
50-99 (351.2/㎕),2
50-99 (467.1/㎕),2
25-50 (192.5/㎕),2
25-50 (239.8/㎕),2
100이상 (655.0/㎕),2
100이상 (621.4/㎕),2
10-25 (112.7/㎕),2
10-25 (124.2/㎕),2
10-25 (57.6/㎕),2
50-99 (434.7/㎕),2
100이상 (639.1/㎕),2
100이상 (1570.3/㎕),2
10-25 (118.7/㎕),2
50-99 (333.6/㎕),2
25-50 (272.1/㎕),2
10-25 (108.2/㎕),2
10-25 (83.1/㎕),2
25-50 (220.7/㎕),2
50-99 (460.0/㎕),2
10-25 (88.8/㎕),2
50-99 (373.0/㎕),2
100이상 (702.1/㎕),2
25-50 (156.4/㎕),2
100이상 (2273.7/㎕),2
25-50 (196.8/㎕),2
50-99 (434.4/㎕),2
25-50 (208.5/㎕),2
50-99 (298.6/㎕),2
25-50 (247.7/㎕),2
50-99 (348.7/㎕),2
25-50 (251.7/㎕),2
10-25 (81.9/㎕),2
50-99 (301.8/㎕),2
25-50 (264.6/㎕),2
10-25 (115.7/㎕),2
100이상 (1079.3/㎕),2
25-50 (140.0/㎕),2
10-25 (63.5/㎕),2
50-99 (299.0/㎕),2
25-50 (243.6/㎕),2
10-25 (131.8/㎕),2
25-50 (172.8/㎕),2
50-99 (304.2/㎕),2
50-99 (341.2/㎕),2
10-25 (59.3/㎕),2
100이상 (983.6/㎕),2
10-25 (111.4/㎕),2
10-25 (92.7/㎕),2
25-50 (181.9/㎕),2
5-10 (34.7/㎕),2
10-25 (97.9/㎕),2
25-50 (227.9/㎕),2
50-99 (365.5/㎕),2
10-25 (122.8/㎕),2
100이상 (715.0/㎕),2
50-99 (293.2/㎕),2
25-50 (141.9/㎕),2
10-25 (84.7/㎕),2
100이상 (1062.8/㎕),2
100이상 (1184.4/㎕),2
10-25 (115.3/㎕),2
25-50 (168.5/㎕),2
10-25 (79.7/㎕),2
100이상 (555.6/㎕),2
10-25 (108.0/㎕),2
25-50 (218.6/㎕),2
100이상 (774.6/㎕),2
10-25 (108.5/㎕),2
25-50 (215.0/㎕),2
25-50 (209.3/㎕),2
100이상 (695.1/㎕),2
50-99 (397.1/㎕),2
25-50 (233.5/㎕),2
5-10 (30.5/㎕),2
10-25 (136.1/㎕),2
50-99 (414.2/㎕),2
25-50 (150.8/㎕),2
25-50 (245.4/㎕),2
100이상 (1343.1/㎕),2
50-99 (283.4/㎕),2
100이상 (1165.6/㎕),2
10-25 (115.4/㎕),2
25-50 (268.8/㎕),2
10-25 (125.3/㎕),2
50-99 (328.0/㎕),2
25-50 (265.8/㎕),2
10-25 (86.6/㎕),2
25-50 (142.6/㎕),2
25-50 (169.0/㎕),2
10-25 (97.8/㎕),2
100이상 (2071.2/㎕),2
50-99 (480.5/㎕),2
100이상 (1302.4/㎕),2
25-50 (238.3/㎕),2
100이상 (743.1/㎕),2
10-25 (113.5/㎕),2
100이상 (1328.4/㎕),2
25-50 (190.7/㎕),2
100이상 (624.8/㎕),2
25-50 (247.9/㎕),2
25-50 (139.0/㎕),2
100이상 (658.2/㎕),2
100이상 (955.0/㎕),2
25-50 (218.1/㎕),2
100이상 (961.3/㎕),2
10-25 (96.9/㎕),2
50-99 (373.7/㎕),2
50-99 (521.5/㎕),2
25-50 (244.2/㎕),2
50-99 (290.8/㎕),2
100이상 (2635.7/㎕),2
25-50 (156.8/㎕),2
10-25 (111.0/㎕),2
50-99 (295.7/㎕),2
25-50 (140.4/㎕),2
50-99 (451.8/㎕),2
50-99 (294.2/㎕),2
25-50 (205.4/㎕),2
25-50 (178.7/㎕),2
5-10 (48.1/㎕),2
100이상 (2050.4/㎕),2
50-99 (338.3/㎕),2
25-50 (245.1/㎕),2
25-50 (207.4/㎕),2
50-99 (326.5/㎕),2
10-25 (70.7/㎕),2
10-25 (94.5/㎕),2
10-25 (63.9/㎕),2
25-50 (270.5/㎕),2
25-50 (147.9/㎕),2
25-50 (159.5/㎕),2
25-50 (157.0/㎕),2
50-99 (299.5/㎕),2
50-99 (348.5/㎕),2
50-99 (391.5/㎕),2
25-50 (212.0/㎕),2
100이상 (1388.8/㎕),2
100이상 (1269.2/㎕),2
100이상 (1021.5/㎕),2
10-25 (102.5/㎕),2
25-50 (214.3/㎕),2
10-25 (99.5/㎕),2
25-50 (259.4/㎕),2
25-50 (250.9/㎕),2
10-25 (120.0/㎕),2
10-25 (81.3/㎕),2
25-50 (201.6/㎕),2
100이상 (704.2/㎕),2
10-25 (98.7/㎕),2
25-50 (214.6/㎕),2
10-25 (91.5/㎕),2
25-50 (216.7/㎕),2
10-25 (94.9/㎕),2
50-99 (305.8/㎕),2
50-99 (450.4/㎕),2
100이상 (2009.2/㎕),2
100이상 (920.9/㎕),2
50-99 (277.8/㎕),2
50-99 (537.5/㎕),2
50-99 (419.7/㎕),2
10-25 (58.5/㎕),2
10-25 (62.4/㎕),2
10-25 (79.0/㎕),2
10-25 (96.7/㎕),2
50-99 (298.2/㎕),2
10-25 (76.0/㎕),2
25-50 (154.6/㎕),2
25-50 (183.8/㎕),2
5-10 (50.9/㎕),2
25-50 (195.0/㎕),2
10-25 (83.9/㎕),2
10-25 (64.7/㎕),2
25-50 (241.6/㎕),2
5-10 (54.5/㎕),2
10-25 (118.6/㎕),2
25-50 (237.0/㎕),2
25-50 (153.5/㎕),2
25-50 (150.2/㎕),2
50-99 (519.2/㎕),2
25-50 (153.1/㎕),2
25-50 (153.9/㎕),2
25-50 (192.0/㎕),2
50-99 (298.7/㎕),2
50-99 (332.2/㎕),2
10-25 (121.5/㎕),2
10-25 (70.4/㎕),2
100이상 (1027.4/㎕),2
25-50 (212.3/㎕),2
50-99 (461.3/㎕),2
10-25 (106.9/㎕),2
25-50 (143.3/㎕),2
100이상 (2551.5/㎕),2
100이상 (1015.0/㎕),2
50-99 (353.3/㎕),2
50-99 (313.5/㎕),2
25-50 (243.7/㎕),2
50-99 (304.7/㎕),2
10-25 (79.2/㎕),2
100이상 (758.5/㎕),2
25-50 (149.7/㎕),2
10-25 (82.3/㎕),2
25-50 (147.5/㎕),2
10-25 (79.3/㎕),2
25-50 (206.8/㎕),2
10-25 (135.3/㎕),2
25-50 (165.2/㎕),2
25-50 (145.6/㎕),2
10-25 (70.8/㎕),2
25-50 (243.3/㎕),2
25-50 (212.7/㎕),2
10-25 (125.7/㎕),2
5-10 (51.6/㎕),2
10-25 (78.1/㎕),2
25-50 (140.1/㎕),2
10-25 (81.6/㎕),2
25-50 (246.0/㎕),2
25-50 (149.1/㎕),2
10-25 (99.6/㎕),2
25-50 (164.4/㎕),2
10-25 (109.6/㎕),2
100이상 (1500.0/㎕),2
10-25 (64.4/㎕),2
10-25 (98.9/㎕),2
25-50 (159.7/㎕),2
10-25 (132.1/㎕),2
100이상 (2501.9/㎕),2
10-25 (98.6/㎕),2
50-99 (349.7/㎕),2
50-99 (362.7/㎕),2
50-99 (497.6/㎕),2
100이상 (958.5/㎕),2
100이상 (566.7/㎕),2
10-25 (83.4/㎕),2
25-50 (189.0/㎕),2
100이상 (1929.8/㎕),1
100이상 (6263.5/㎕),1
100이상 (1025.4/㎕),1
100이상 (11736.5/㎕),1
100이상 (1736.8/㎕),1
100이상 (7920.8/㎕),1
100이상 (1875.6/㎕),1
100이상 (606.4/㎕),1
100이상 (851.6/㎕),1
10-25 (126.8/㎕),1
50-99 (538.3/㎕),1
100이상 (11190.3/㎕),1
25-50 (187.2/㎕),1
100이상 (31863.4/㎕),1
25-50 (142.9/㎕),1
100이상 (597.3/㎕),1
100이상 (946.9/㎕),1
100이상 (6239.7/㎕),1
100이상 (2272.3/㎕),1
100이상 (8997.9/㎕),1
25-50 (206.1/㎕),1
100이상 (1138.1/㎕),1
50-99 (336.7/㎕),1
100이상 (598.5/㎕),1
50-99 (520.0/㎕),1
100이상 (2227.1/㎕),1
25-50 (214.5/㎕),1
100이상 (34947.9/㎕),1
100이상 (1772.1/㎕),1
100이상 (6625.6/㎕),1
100이상 (39662.0/㎕),1
100이상 (6559.9/㎕),1
100이상 (34236.5/㎕),1
100이상 (16722.4/㎕),1
100이상 (2185.9/㎕),1
100이상 (27574.7/㎕),1
10-25 (118.1/㎕),1
100이상 (8413.4/㎕),1
100이상 (1018.8/㎕),1
100이상 (17293.4/㎕),1
100이상 (5709.3/㎕),1
100이상 (1332.5/㎕),1
100이상 (30536.7/㎕),1
100이상 (988.0/㎕),1
100이상 (570.7/㎕),1
25-50 (236.3/㎕),1
50-99 (380.2/㎕),1
100이상 (2032.9/㎕),1
100이상 (896.4/㎕),1
100이상 (768.9/㎕),1
100이상 (739.6/㎕),1
100이상 (1711.7/㎕),1
50-99 (314.6/㎕),1
50-99 (460.8/㎕),1
100이상 (1192.9/㎕),1
50-99 (528.0/㎕),1
100이상 (632.0/㎕),1
100이상 (557.6/㎕),1
50-99 (391.9/㎕),1
25-50 (176.3/㎕),1
100이상 (14300.5/㎕),1
10-25 (107.0/㎕),1
50-99 (436.5/㎕),1
50-99 (490.6/㎕),1
100이상 (1020.5/㎕),1
50-99 (289.1/㎕),1
100이상 (6181.7/㎕),1
100이상 (634.9/㎕),1
50-99 (410.6/㎕),1
100이상 (13119.9/㎕),1
100이상 (19195.8/㎕),1
100이상 (27740.5/㎕),1
100이상 (1136.0/㎕),1
50-99 (385.6/㎕),1
100이상 (5769.4/㎕),1
100이상 (735.1/㎕),1
100이상 (1240.4/㎕),1
10-25 (84.0/㎕),1
50-99 (328.7/㎕),1
25-50 (189.8/㎕),1
25-50 (154.7/㎕),1
10-25 (113.1/㎕),1
100이상 (6246.8/㎕),1
25-50 (176.7/㎕),1
100이상 (1606.5/㎕),1
100이상 (877.0/㎕),1
100이상 (29645.8/㎕),1
100이상 (22250.6/㎕),1
50-99 (285.1/㎕),1
100이상 (1669.6/㎕),1
100이상 (2028.4/㎕),1
100이상 (893.6/㎕),1
100이상 (1380.1/㎕),1
100이상 (2486.6/㎕),1
100이상 (2267.4/㎕),1
25-50 (253.2/㎕),1
100이상 (830.2/㎕),1
25-50 (225.8/㎕),1
25-50 (143.7/㎕),1
50-99 (326.1/㎕),1
100이상 (2745.3/㎕),1
50-99 (354.1/㎕),1
10-25 (121.1/㎕),1
100이상 (744.9/㎕),1
10-25 (88.1/㎕),1
25-50 (267.5/㎕),1
50-99 (430.0/㎕),1
100이상 (638.4/㎕),1
100이상 (1620.5/㎕),1
100이상 (1710.0/㎕),1
100이상 (1166.6/㎕),1
100이상 (581.1/㎕),1
50-99 (336.0/㎕),1
100이상 (5043.5/㎕),1
50-99 (495.8/㎕),1
100이상 (2068.6/㎕),1
50-99 (424.6/㎕),1
50-99 (403.8/㎕),1
25-50 (197.6/㎕),1
100이상 (920.3/㎕),1
100이상 (946.3/㎕),1
100이상 (8771.4/㎕),1
25-50 (269.0/㎕),1
100이상 (782.0/㎕),1
100이상 (19859.5/㎕),1
10-25 (86.2/㎕),1
50-99 (307.0/㎕),1
100이상 (2317.6/㎕),1
50-99 (399.9/㎕),1
100이상 (5555.0/㎕),1
100이상 (1046.4/㎕),1
100이상 (600.0/㎕),1
25-50 (236.0/㎕),1
100이상 (3314.4/㎕),1
10-25 (105.2/㎕),1
100이상 (5304.5/㎕),1
50-99 (498.0/㎕),1
25-50 (147.3/㎕),1
25-50 (268.5/㎕),1
100이상 (725.2/㎕),1
50-99 (343.3/㎕),1
100이상 (957.9/㎕),1
100이상 (2112.5/㎕),1
100이상 (1046.6/㎕),1
50-99 (372.6/㎕),1
50-99 (501.6/㎕),1
100이상 (5981.1/㎕),1
100이상 (1344.3/㎕),1
100이상 (987.0/㎕),1
50-99 (327.8/㎕),1
100이상 (834.6/㎕),1
25-50 (238.8/㎕),1
100이상 (592.6/㎕),1
25-50 (247.5/㎕),1
100이상 (6044.4/㎕),1
100이상 (2143.5/㎕),1
25-50 (210.0/㎕),1
100이상 (655.7/㎕),1
10-25 (94.0/㎕),1
50-99 (478.3/㎕),1
100이상 (4392.4/㎕),1
100이상 (768.7/㎕),1
50-99 (489.6/㎕),1
100이상 (26497.2/㎕),1
100이상 (4857.1/㎕),1
25-50 (236.1/㎕),1
100이상 (15348.6/㎕),1
25-50 (270.6/㎕),1
100이상 (2946.2/㎕),1
100이상 (5319.5/㎕),1
100이상 (2492.1/㎕),1
100이상 (2044.6/㎕),1
100이상 (3774.5/㎕),1
100이상 (743.6/㎕),1
25-50 (208.1/㎕),1
25-50 (191.7/㎕),1
50-99 (361.0/㎕),1
10-25 (74.1/㎕),1
10-25 (111.1/㎕),1
50-99 (486.9/㎕),1
100이상 (3632.0/㎕),1
100이상 (704.5/㎕),1
100이상 (872.1/㎕),1
25-50 (141.6/㎕),1
100이상 (3102.9/㎕),1
100이상 (1661.0/㎕),1
100이상 (4699.0/㎕),1
100이상 (5151.7/㎕),1
100이상 (1091.9/㎕),1
100이상 (2810.5/㎕),1
50-99 (344.1/㎕),1
100이상 (2361.1/㎕),1
100이상 (1027.3/㎕),1
100이상 (3805.2/㎕),1
100이상 (3078.7/㎕),1
100이상 (8846.9/㎕),1
100이상 (6430.4/㎕),1
100이상 (33805.2/㎕),1
100이상 (4947.2/㎕),1
100이상 (1253.9/㎕),1
100이상 (1049.5/㎕),1
10-25 (103.1/㎕),1
100이상 (1218.1/㎕),1
5-10 (48.6/㎕),1
50-99 (533.7/㎕),1
100이상 (11431.5/㎕),1
100이상 (788.0/㎕),1
100이상 (27482.4/㎕),1
100이상 (781.2/㎕),1
100이상 (1632.4/㎕),1
100이상 (582.4/㎕),1
100이상 (850.8/㎕),1
50-99 (471.6/㎕),1
100이상 (1780.0/㎕),1
100이상 (5647.1/㎕),1
100이상 (33270.3/㎕),1
50-99 (432.9/㎕),1
100이상 (7786.4/㎕),1
100이상 (1473.5/㎕),1
100이상 (3789.3/㎕),1
100이상 (1711.6/㎕),1
100이상 (686.8/㎕),1
100이상 (8155.8/㎕),1
100이상 (2415.7/㎕),1
100이상 (5480.7/㎕),1
10-25 (117.5/㎕),1
100이상 (627.6/㎕),1
100이상 (3619.5/㎕),1
100이상 (27431.4/㎕),1
100이상 (7618.3/㎕),1
25-50 (228.1/㎕),1
50-99 (472.9/㎕),1
100이상 (1774.3/㎕),1
100이상 (10016.8/㎕),1
10-25 (114.9/㎕),1
25-50 (257.2/㎕),1
100이상 (1430.4/㎕),1
100이상 (2411.6/㎕),1
100이상 (845.9/㎕),1
100이상 (6797.9/㎕),1
100이상 (38613.0/㎕),1
100이상 (881.9/㎕),1
100이상 (607.9/㎕),1
100이상 (21355.1/㎕),1
100이상 (692.7/㎕),1
100이상 (1141.4/㎕),1
50-99 (482.9/㎕),1
100이상 (6678.8/㎕),1
100이상 (1646.2/㎕),1
100이상 (2185.2/㎕),1
100이상 (1453.0/㎕),1
100이상 (652.5/㎕),1
100이상 (1129.1/㎕),1
100이상 (5238.6/㎕),1
100이상 (8716.7/㎕),1
100이상 (637.3/㎕),1
100이상 (1224.2/㎕),1
100이상 (3041.0/㎕),1
100이상 (996.4/㎕),1
100이상 (22214.9/㎕),1
100이상 (12248.5/㎕),1
100이상 (736.0/㎕),1
10-25 (117.8/㎕),1
25-50 (277.1/㎕),1
100이상 (608.7/㎕),1
100이상 (1200.4/㎕),1
100이상 (1227.7/㎕),1
25-50 (222.1/㎕),1
100이상 (9686.6/㎕),1
50-99 (404.5/㎕),1
100이상 (21993.9/㎕),1
10-25 (123.1/㎕),1
100이상 (566.1/㎕),1
50-99 (341.7/㎕),1
25-50 (190.4/㎕),1
100이상 (3353.4/㎕),1
100이상 (16191.1/㎕),1
100이상 (21013.0/㎕),1
100이상 (1155.4/㎕),1
100이상 (31514.7/㎕),1
100이상 (10419.5/㎕),1
100이상 (12402.5/㎕),1
100이상 (7076.5/㎕),1
100이상 (17425.1/㎕),1
100이상 (1033.0/㎕),1
100이상 (1388.9/㎕),1
100이상 (4575.3/㎕),1
100이상 (30450.2/㎕),1
100이상 (2707.0/㎕),1
100이상 (15803.0/㎕),1
100이상 (11623.3/㎕),1
100이상 (3640.1/㎕),1
100이상 (4139.6/㎕),1
100이상 (3450.5/㎕),1
100이상 (2598.8/㎕),1
100이상 (634.5/㎕),1
100이상 (3356.5/㎕),1
25-50 (219.9/㎕),1
100이상 (35497.2/㎕),1
50-99 (465.6/㎕),1
100이상 (1188.5/㎕),1
100이상 (767.5/㎕),1
100이상 (1110.9/㎕),1
100이상 (1749.2/㎕),1
100이상 (3301.1/㎕),1
50-99 (419.0/㎕),1
100이상 (20927.2/㎕),1
100이상 (4060.6/㎕),1
100이상 (27294.5/㎕),1
100이상 (2036.3/㎕),1
100이상 (27097.0/㎕),1
50-99 (345.1/㎕),1
100이상 (11180.3/㎕),1
100이상 (9402.1/㎕),1
100이상 (21048.4/㎕),1
100이상 (3427.4/㎕),1
100이상 (15101.5/㎕),1
100이상 (2950.1/㎕),1
10-25 (104.7/㎕),1
100이상 (772.9/㎕),1
50-99 (295.0/㎕),1
100이상 (697.5/㎕),1
50-99 (553.5/㎕),1
100이상 (1804.4/㎕),1
100이상 (1718.5/㎕),1
100이상 (1007.6/㎕),1
100이상 (1347.0/㎕),1
100이상 (13067.4/㎕),1
100이상 (2529.0/㎕),1
50-99 (307.5/㎕),1
100이상 (805.1/㎕),1
100이상 (1353.3/㎕),1
100이상 (760.4/㎕),1
100이상 (946.8/㎕),1
100이상 (579.7/㎕),1
50-99 (296.5/㎕),1
50-99 (450.0/㎕),1
50-99 (350.9/㎕),1
50-99 (349.8/㎕),1
100이상 (975.9/㎕),1
100이상 (7014.6/㎕),1
100이상 (3217.8/㎕),1
100이상 (3254.0/㎕),1
50-99 (413.6/㎕),1
100이상 (21646.9/㎕),1
100이상 (1415.4/㎕),1
100이상 (7991.7/㎕),1
100이상 (4685.7/㎕),1
50-99 (423.1/㎕),1
100이상 (1790.2/㎕),1
100이상 (1212.4/㎕),1
100이상 (1251.7/㎕),1
100이상 (1773.8/㎕),1
100이상 (4802.7/㎕),1
100이상 (1019.4/㎕),1
25-50 (246.6/㎕),1
100이상 (1266.6/㎕),1
100이상 (5140.9/㎕),1
100이상 (665.8/㎕),1
100이상 (796.7/㎕),1
100이상 (723.7/㎕),1
100이상 (1020.8/㎕),1
100이상 (4845.6/㎕),1
100이상 (897.2/㎕),1
100이상 (4572.8/㎕),1
100이상 (4631.4/㎕),1
100이상 (909.0/㎕),1
50-99 (411.9/㎕),1
100이상 (1190.5/㎕),1
100이상 (1689.0/㎕),1
25-50 (186.3/㎕),1
100이상 (6834.5/㎕),1
100이상 (779.0/㎕),1
25-50 (213.9/㎕),1
50-99 (467.7/㎕),1
50-99 (284.2/㎕),1
10-25 (77.9/㎕),1
50-99 (395.1/㎕),1
100이상 (781.0/㎕),1
50-99 (280.7/㎕),1
100이상 (4774.0/㎕),1
50-99 (488.1/㎕),1
100이상 (3736.3/㎕),1
100이상 (12597.9/㎕),1
50-99 (304.1/㎕),1
50-99 (353.1/㎕),1
10-25 (138.7/㎕),1
100이상 (560.0/㎕),1
